number,A1,A2,A3,A4,A5,A6,A7
2435,trip_2,trip_2,trip_other,trip_1,Buy,ok,Cancel
2436,trip_2,trip_2,trip_other,trip_1,trip_1,Buy,Cancel
2437,trip_2,trip_2,trip_other,trip_1,trip_1,trip_1,Cancel
2438,trip_2,trip_2,trip_other,trip_1,trip_1,trip_2,Cancel
2439,trip_2,trip_2,trip_other,trip_1,trip_1,trip_other,Cancel
2440,trip_2,trip_2,trip_other,trip_1,trip_2,Buy,Cancel
2441,trip_2,trip_2,trip_other,trip_1,trip_2,trip_1,Cancel
2442,trip_2,trip_2,trip_other,trip_1,trip_2,trip_2,Cancel
2443,trip_2,trip_2,trip_other,trip_1,trip_2,trip_other,Cancel
2444,trip_2,trip_2,trip_other,trip_1,trip_other,Buy,Cancel
2445,trip_2,trip_2,trip_other,trip_1,trip_other,trip_1,Cancel
2446,trip_2,trip_2,trip_other,trip_1,trip_other,trip_2,Cancel
2447,trip_2,trip_2,trip_other,trip_1,trip_other,trip_other,Cancel
2448,trip_2,trip_2,trip_other,trip_2,Buy,ok,Cancel
2449,trip_2,trip_2,trip_other,trip_2,trip_1,Buy,Cancel
2450,trip_2,trip_2,trip_other,trip_2,trip_1,trip_1,Cancel
2451,trip_2,trip_2,trip_other,trip_2,trip_1,trip_2,Cancel
2452,trip_2,trip_2,trip_other,trip_2,trip_1,trip_other,Cancel
2453,trip_2,trip_2,trip_other,trip_2,trip_2,Buy,Cancel
2454,trip_2,trip_2,trip_other,trip_2,trip_2,trip_1,Cancel
2455,trip_2,trip_2,trip_other,trip_2,trip_2,trip_2,Cancel
2456,trip_2,trip_2,trip_other,trip_2,trip_2,trip_other,Cancel
2457,trip_2,trip_2,trip_other,trip_2,trip_other,Buy,Cancel
2458,trip_2,trip_2,trip_other,trip_2,trip_other,trip_1,Cancel
2459,trip_2,trip_2,trip_other,trip_2,trip_other,trip_2,Cancel
2460,trip_2,trip_2,trip_other,trip_2,trip_other,trip_other,Cancel
2461,trip_2,trip_2,trip_other,trip_other,Buy,ok,Cancel
2462,trip_2,trip_2,trip_other,trip_other,trip_1,Buy,Cancel
2463,trip_2,trip_2,trip_other,trip_other,trip_1,trip_1,Cancel
2464,trip_2,trip_2,trip_other,trip_other,trip_1,trip_2,Cancel
2465,trip_2,trip_2,trip_other,trip_other,trip_1,trip_other,Cancel
2466,trip_2,trip_2,trip_other,trip_other,trip_2,Buy,Cancel
2467,trip_2,trip_2,trip_other,trip_other,trip_2,trip_1,Cancel
2468,trip_2,trip_2,trip_other,trip_other,trip_2,trip_2,Cancel
2469,trip_2,trip_2,trip_other,trip_other,trip_2,trip_other,Cancel
2470,trip_2,trip_2,trip_other,trip_other,trip_other,Buy,Cancel
2471,trip_2,trip_2,trip_other,trip_other,trip_other,trip_1,Cancel
2472,trip_2,trip_2,trip_other,trip_other,trip_other,trip_2,Cancel
2473,trip_2,trip_2,trip_other,trip_other,trip_other,trip_other,Cancel
2474,trip_2,trip_other,Buy,ok,Buy,ok,Cancel
2475,trip_2,trip_other,Buy,ok,trip_1,Buy,Cancel
2476,trip_2,trip_other,Buy,ok,trip_1,trip_1,Cancel
2477,trip_2,trip_other,Buy,ok,trip_1,trip_2,Cancel
2478,trip_2,trip_other,Buy,ok,trip_1,trip_other,Cancel
2479,trip_2,trip_other,Buy,ok,trip_2,Buy,Cancel
2480,trip_2,trip_other,Buy,ok,trip_2,trip_1,Cancel
2481,trip_2,trip_other,Buy,ok,trip_2,trip_2,Cancel
2482,trip_2,trip_other,Buy,ok,trip_2,trip_other,Cancel
2483,trip_2,trip_other,Buy,ok,trip_other,Buy,Cancel
2484,trip_2,trip_other,Buy,ok,trip_other,trip_1,Cancel
2485,trip_2,trip_other,Buy,ok,trip_other,trip_2,Cancel
2486,trip_2,trip_other,Buy,ok,trip_other,trip_other,Cancel
2487,trip_2,trip_other,trip_1,Buy,ok,Buy,Cancel
2488,trip_2,trip_other,trip_1,Buy,ok,trip_1,Cancel
2489,trip_2,trip_other,trip_1,Buy,ok,trip_2,Cancel
2490,trip_2,trip_other,trip_1,Buy,ok,trip_other,Cancel
2491,trip_2,trip_other,trip_1,trip_1,Buy,ok,Cancel
2492,trip_2,trip_other,trip_1,trip_1,trip_1,Buy,Cancel
2493,trip_2,trip_other,trip_1,trip_1,trip_1,trip_1,Cancel
2494,trip_2,trip_other,trip_1,trip_1,trip_1,trip_2,Cancel
2495,trip_2,trip_other,trip_1,trip_1,trip_1,trip_other,Cancel
2496,trip_2,trip_other,trip_1,trip_1,trip_2,Buy,Cancel
2497,trip_2,trip_other,trip_1,trip_1,trip_2,trip_1,Cancel
2498,trip_2,trip_other,trip_1,trip_1,trip_2,trip_2,Cancel
2499,trip_2,trip_other,trip_1,trip_1,trip_2,trip_other,Cancel
2500,trip_2,trip_other,trip_1,trip_1,trip_other,Buy,Cancel
2501,trip_2,trip_other,trip_1,trip_1,trip_other,trip_1,Cancel
2502,trip_2,trip_other,trip_1,trip_1,trip_other,trip_2,Cancel
2503,trip_2,trip_other,trip_1,trip_1,trip_other,trip_other,Cancel
2504,trip_2,trip_other,trip_1,trip_2,Buy,ok,Cancel
2505,trip_2,trip_other,trip_1,trip_2,trip_1,Buy,Cancel
2506,trip_2,trip_other,trip_1,trip_2,trip_1,trip_1,Cancel
2507,trip_2,trip_other,trip_1,trip_2,trip_1,trip_2,Cancel
2508,trip_2,trip_other,trip_1,trip_2,trip_1,trip_other,Cancel
2509,trip_2,trip_other,trip_1,trip_2,trip_2,Buy,Cancel
2510,trip_2,trip_other,trip_1,trip_2,trip_2,trip_1,Cancel
2511,trip_2,trip_other,trip_1,trip_2,trip_2,trip_2,Cancel
2512,trip_2,trip_other,trip_1,trip_2,trip_2,trip_other,Cancel
2513,trip_2,trip_other,trip_1,trip_2,trip_other,Buy,Cancel
2514,trip_2,trip_other,trip_1,trip_2,trip_other,trip_1,Cancel
2515,trip_2,trip_other,trip_1,trip_2,trip_other,trip_2,Cancel
2516,trip_2,trip_other,trip_1,trip_2,trip_other,trip_other,Cancel
2517,trip_2,trip_other,trip_1,trip_other,Buy,ok,Cancel
2518,trip_2,trip_other,trip_1,trip_other,trip_1,Buy,Cancel
2519,trip_2,trip_other,trip_1,trip_other,trip_1,trip_1,Cancel
2520,trip_2,trip_other,trip_1,trip_other,trip_1,trip_2,Cancel
2521,trip_2,trip_other,trip_1,trip_other,trip_1,trip_other,Cancel
2522,trip_2,trip_other,trip_1,trip_other,trip_2,Buy,Cancel
2523,trip_2,trip_other,trip_1,trip_other,trip_2,trip_1,Cancel
2524,trip_2,trip_other,trip_1,trip_other,trip_2,trip_2,Cancel
2525,trip_2,trip_other,trip_1,trip_other,trip_2,trip_other,Cancel
2526,trip_2,trip_other,trip_1,trip_other,trip_other,Buy,Cancel
2527,trip_2,trip_other,trip_1,trip_other,trip_other,trip_1,Cancel
2528,trip_2,trip_other,trip_1,trip_other,trip_other,trip_2,Cancel
2529,trip_2,trip_other,trip_1,trip_other,trip_other,trip_other,Cancel
2530,trip_2,trip_other,trip_2,Buy,ok,Buy,Cancel
2531,trip_2,trip_other,trip_2,Buy,ok,trip_1,Cancel
2532,trip_2,trip_other,trip_2,Buy,ok,trip_2,Cancel
2533,trip_2,trip_other,trip_2,Buy,ok,trip_other,Cancel
2534,trip_2,trip_other,trip_2,trip_1,Buy,ok,Cancel
2535,trip_2,trip_other,trip_2,trip_1,trip_1,Buy,Cancel
2536,trip_2,trip_other,trip_2,trip_1,trip_1,trip_1,Cancel
2537,trip_2,trip_other,trip_2,trip_1,trip_1,trip_2,Cancel
2538,trip_2,trip_other,trip_2,trip_1,trip_1,trip_other,Cancel
2539,trip_2,trip_other,trip_2,trip_1,trip_2,Buy,Cancel
2540,trip_2,trip_other,trip_2,trip_1,trip_2,trip_1,Cancel
2541,trip_2,trip_other,trip_2,trip_1,trip_2,trip_2,Cancel
2542,trip_2,trip_other,trip_2,trip_1,trip_2,trip_other,Cancel
2543,trip_2,trip_other,trip_2,trip_1,trip_other,Buy,Cancel
2544,trip_2,trip_other,trip_2,trip_1,trip_other,trip_1,Cancel
2545,trip_2,trip_other,trip_2,trip_1,trip_other,trip_2,Cancel
2546,trip_2,trip_other,trip_2,trip_1,trip_other,trip_other,Cancel
2547,trip_2,trip_other,trip_2,trip_2,Buy,ok,Cancel
2548,trip_2,trip_other,trip_2,trip_2,trip_1,Buy,Cancel
2549,trip_2,trip_other,trip_2,trip_2,trip_1,trip_1,Cancel
2550,trip_2,trip_other,trip_2,trip_2,trip_1,trip_2,Cancel
2551,trip_2,trip_other,trip_2,trip_2,trip_1,trip_other,Cancel
2552,trip_2,trip_other,trip_2,trip_2,trip_2,Buy,Cancel
2553,trip_2,trip_other,trip_2,trip_2,trip_2,trip_1,Cancel
2554,trip_2,trip_other,trip_2,trip_2,trip_2,trip_2,Cancel
2555,trip_2,trip_other,trip_2,trip_2,trip_2,trip_other,Cancel
2556,trip_2,trip_other,trip_2,trip_2,trip_other,Buy,Cancel
2557,trip_2,trip_other,trip_2,trip_2,trip_other,trip_1,Cancel
2558,trip_2,trip_other,trip_2,trip_2,trip_other,trip_2,Cancel
2559,trip_2,trip_other,trip_2,trip_2,trip_other,trip_other,Cancel
2560,trip_2,trip_other,trip_2,trip_other,Buy,ok,Cancel
2561,trip_2,trip_other,trip_2,trip_other,trip_1,Buy,Cancel
2562,trip_2,trip_other,trip_2,trip_other,trip_1,trip_1,Cancel
2563,trip_2,trip_other,trip_2,trip_other,trip_1,trip_2,Cancel
2564,trip_2,trip_other,trip_2,trip_other,trip_1,trip_other,Cancel
2565,trip_2,trip_other,trip_2,trip_other,trip_2,Buy,Cancel
2566,trip_2,trip_other,trip_2,trip_other,trip_2,trip_1,Cancel
2567,trip_2,trip_other,trip_2,trip_other,trip_2,trip_2,Cancel
2568,trip_2,trip_other,trip_2,trip_other,trip_2,trip_other,Cancel
2569,trip_2,trip_other,trip_2,trip_other,trip_other,Buy,Cancel
2570,trip_2,trip_other,trip_2,trip_other,trip_other,trip_1,Cancel
2571,trip_2,trip_other,trip_2,trip_other,trip_other,trip_2,Cancel
2572,trip_2,trip_other,trip_2,trip_other,trip_other,trip_other,Cancel
2573,trip_2,trip_other,trip_other,Buy,ok,Buy,Cancel
2574,trip_2,trip_other,trip_other,Buy,ok,trip_1,Cancel
2575,trip_2,trip_other,trip_other,Buy,ok,trip_2,Cancel
2576,trip_2,trip_other,trip_other,Buy,ok,trip_other,Cancel
2577,trip_2,trip_other,trip_other,trip_1,Buy,ok,Cancel
2578,trip_2,trip_other,trip_other,trip_1,trip_1,Buy,Cancel
2579,trip_2,trip_other,trip_other,trip_1,trip_1,trip_1,Cancel
2580,trip_2,trip_other,trip_other,trip_1,trip_1,trip_2,Cancel
2581,trip_2,trip_other,trip_other,trip_1,trip_1,trip_other,Cancel
2582,trip_2,trip_other,trip_other,trip_1,trip_2,Buy,Cancel
2583,trip_2,trip_other,trip_other,trip_1,trip_2,trip_1,Cancel
2584,trip_2,trip_other,trip_other,trip_1,trip_2,trip_2,Cancel
2585,trip_2,trip_other,trip_other,trip_1,trip_2,trip_other,Cancel
2586,trip_2,trip_other,trip_other,trip_1,trip_other,Buy,Cancel
2587,trip_2,trip_other,trip_other,trip_1,trip_other,trip_1,Cancel
2588,trip_2,trip_other,trip_other,trip_1,trip_other,trip_2,Cancel
2589,trip_2,trip_other,trip_other,trip_1,trip_other,trip_other,Cancel
2590,trip_2,trip_other,trip_other,trip_2,Buy,ok,Cancel
2591,trip_2,trip_other,trip_other,trip_2,trip_1,Buy,Cancel
2592,trip_2,trip_other,trip_other,trip_2,trip_1,trip_1,Cancel
2593,trip_2,trip_other,trip_other,trip_2,trip_1,trip_2,Cancel
2594,trip_2,trip_other,trip_other,trip_2,trip_1,trip_other,Cancel
2595,trip_2,trip_other,trip_other,trip_2,trip_2,Buy,Cancel
2596,trip_2,trip_other,trip_other,trip_2,trip_2,trip_1,Cancel
2597,trip_2,trip_other,trip_other,trip_2,trip_2,trip_2,Cancel
2598,trip_2,trip_other,trip_other,trip_2,trip_2,trip_other,Cancel
2599,trip_2,trip_other,trip_other,trip_2,trip_other,Buy,Cancel
2600,trip_2,trip_other,trip_other,trip_2,trip_other,trip_1,Cancel
2601,trip_2,trip_other,trip_other,trip_2,trip_other,trip_2,Cancel
2602,trip_2,trip_other,trip_other,trip_2,trip_other,trip_other,Cancel
2603,trip_2,trip_other,trip_other,trip_other,Buy,ok,Cancel
2604,trip_2,trip_other,trip_other,trip_other,trip_1,Buy,Cancel
2605,trip_2,trip_other,trip_other,trip_other,trip_1,trip_1,Cancel
2606,trip_2,trip_other,trip_other,trip_other,trip_1,trip_2,Cancel
2607,trip_2,trip_other,trip_other,trip_other,trip_1,trip_other,Cancel
2608,trip_2,trip_other,trip_other,trip_other,trip_2,Buy,Cancel
2609,trip_2,trip_other,trip_other,trip_other,trip_2,trip_1,Cancel
2610,trip_2,trip_other,trip_other,trip_other,trip_2,trip_2,Cancel
2611,trip_2,trip_other,trip_other,trip_other,trip_2,trip_other,Cancel
2612,trip_2,trip_other,trip_other,trip_other,trip_other,Buy,Cancel
2613,trip_2,trip_other,trip_other,trip_other,trip_other,trip_1,Cancel
2614,trip_2,trip_other,trip_other,trip_other,trip_other,trip_2,Cancel
2615,trip_2,trip_other,trip_other,trip_other,trip_other,trip_other,Cancel
2616,trip_other,Buy,ok,Buy,ok,Buy,Cancel
2617,trip_other,Buy,ok,Buy,ok,trip_1,Cancel
2618,trip_other,Buy,ok,Buy,ok,trip_2,Cancel
2619,trip_other,Buy,ok,Buy,ok,trip_other,Cancel
2620,trip_other,Buy,ok,trip_1,Buy,ok,Cancel
2621,trip_other,Buy,ok,trip_1,trip_1,Buy,Cancel
2622,trip_other,Buy,ok,trip_1,trip_1,trip_1,Cancel
2623,trip_other,Buy,ok,trip_1,trip_1,trip_2,Cancel
2624,trip_other,Buy,ok,trip_1,trip_1,trip_other,Cancel
2625,trip_other,Buy,ok,trip_1,trip_2,Buy,Cancel
2626,trip_other,Buy,ok,trip_1,trip_2,trip_1,Cancel
2627,trip_other,Buy,ok,trip_1,trip_2,trip_2,Cancel
2628,trip_other,Buy,ok,trip_1,trip_2,trip_other,Cancel
2629,trip_other,Buy,ok,trip_1,trip_other,Buy,Cancel
2630,trip_other,Buy,ok,trip_1,trip_other,trip_1,Cancel
2631,trip_other,Buy,ok,trip_1,trip_other,trip_2,Cancel
2632,trip_other,Buy,ok,trip_1,trip_other,trip_other,Cancel
2633,trip_other,Buy,ok,trip_2,Buy,ok,Cancel
2634,trip_other,Buy,ok,trip_2,trip_1,Buy,Cancel
2635,trip_other,Buy,ok,trip_2,trip_1,trip_1,Cancel
2636,trip_other,Buy,ok,trip_2,trip_1,trip_2,Cancel
2637,trip_other,Buy,ok,trip_2,trip_1,trip_other,Cancel
2638,trip_other,Buy,ok,trip_2,trip_2,Buy,Cancel
2639,trip_other,Buy,ok,trip_2,trip_2,trip_1,Cancel
2640,trip_other,Buy,ok,trip_2,trip_2,trip_2,Cancel
2641,trip_other,Buy,ok,trip_2,trip_2,trip_other,Cancel
2642,trip_other,Buy,ok,trip_2,trip_other,Buy,Cancel
2643,trip_other,Buy,ok,trip_2,trip_other,trip_1,Cancel
2644,trip_other,Buy,ok,trip_2,trip_other,trip_2,Cancel
2645,trip_other,Buy,ok,trip_2,trip_other,trip_other,Cancel
2646,trip_other,Buy,ok,trip_other,Buy,ok,Cancel
2647,trip_other,Buy,ok,trip_other,trip_1,Buy,Cancel
2648,trip_other,Buy,ok,trip_other,trip_1,trip_1,Cancel
2649,trip_other,Buy,ok,trip_other,trip_1,trip_2,Cancel
2650,trip_other,Buy,ok,trip_other,trip_1,trip_other,Cancel
2651,trip_other,Buy,ok,trip_other,trip_2,Buy,Cancel
2652,trip_other,Buy,ok,trip_other,trip_2,trip_1,Cancel
2653,trip_other,Buy,ok,trip_other,trip_2,trip_2,Cancel
2654,trip_other,Buy,ok,trip_other,trip_2,trip_other,Cancel
2655,trip_other,Buy,ok,trip_other,trip_other,Buy,Cancel
2656,trip_other,Buy,ok,trip_other,trip_other,trip_1,Cancel
2657,trip_other,Buy,ok,trip_other,trip_other,trip_2,Cancel
2658,trip_other,Buy,ok,trip_other,trip_other,trip_other,Cancel
2659,trip_other,trip_1,Buy,ok,Buy,ok,Cancel
2660,trip_other,trip_1,Buy,ok,trip_1,Buy,Cancel
2661,trip_other,trip_1,Buy,ok,trip_1,trip_1,Cancel
2662,trip_other,trip_1,Buy,ok,trip_1,trip_2,Cancel
2663,trip_other,trip_1,Buy,ok,trip_1,trip_other,Cancel
2664,trip_other,trip_1,Buy,ok,trip_2,Buy,Cancel
2665,trip_other,trip_1,Buy,ok,trip_2,trip_1,Cancel
2666,trip_other,trip_1,Buy,ok,trip_2,trip_2,Cancel
2667,trip_other,trip_1,Buy,ok,trip_2,trip_other,Cancel
2668,trip_other,trip_1,Buy,ok,trip_other,Buy,Cancel
2669,trip_other,trip_1,Buy,ok,trip_other,trip_1,Cancel
2670,trip_other,trip_1,Buy,ok,trip_other,trip_2,Cancel
2671,trip_other,trip_1,Buy,ok,trip_other,trip_other,Cancel
2672,trip_other,trip_1,trip_1,Buy,ok,Buy,Cancel
2673,trip_other,trip_1,trip_1,Buy,ok,trip_1,Cancel
2674,trip_other,trip_1,trip_1,Buy,ok,trip_2,Cancel
2675,trip_other,trip_1,trip_1,Buy,ok,trip_other,Cancel
2676,trip_other,trip_1,trip_1,trip_1,Buy,ok,Cancel
2677,trip_other,trip_1,trip_1,trip_1,trip_1,Buy,Cancel
2678,trip_other,trip_1,trip_1,trip_1,trip_1,trip_1,Cancel
2679,trip_other,trip_1,trip_1,trip_1,trip_1,trip_2,Cancel
2680,trip_other,trip_1,trip_1,trip_1,trip_1,trip_other,Cancel
2681,trip_other,trip_1,trip_1,trip_1,trip_2,Buy,Cancel
2682,trip_other,trip_1,trip_1,trip_1,trip_2,trip_1,Cancel
2683,trip_other,trip_1,trip_1,trip_1,trip_2,trip_2,Cancel
2684,trip_other,trip_1,trip_1,trip_1,trip_2,trip_other,Cancel
2685,trip_other,trip_1,trip_1,trip_1,trip_other,Buy,Cancel
2686,trip_other,trip_1,trip_1,trip_1,trip_other,trip_1,Cancel
2687,trip_other,trip_1,trip_1,trip_1,trip_other,trip_2,Cancel
2688,trip_other,trip_1,trip_1,trip_1,trip_other,trip_other,Cancel
2689,trip_other,trip_1,trip_1,trip_2,Buy,ok,Cancel
2690,trip_other,trip_1,trip_1,trip_2,trip_1,Buy,Cancel
2691,trip_other,trip_1,trip_1,trip_2,trip_1,trip_1,Cancel
2692,trip_other,trip_1,trip_1,trip_2,trip_1,trip_2,Cancel
2693,trip_other,trip_1,trip_1,trip_2,trip_1,trip_other,Cancel
2694,trip_other,trip_1,trip_1,trip_2,trip_2,Buy,Cancel
2695,trip_other,trip_1,trip_1,trip_2,trip_2,trip_1,Cancel
2696,trip_other,trip_1,trip_1,trip_2,trip_2,trip_2,Cancel
2697,trip_other,trip_1,trip_1,trip_2,trip_2,trip_other,Cancel
2698,trip_other,trip_1,trip_1,trip_2,trip_other,Buy,Cancel
2699,trip_other,trip_1,trip_1,trip_2,trip_other,trip_1,Cancel
2700,trip_other,trip_1,trip_1,trip_2,trip_other,trip_2,Cancel
2701,trip_other,trip_1,trip_1,trip_2,trip_other,trip_other,Cancel
2702,trip_other,trip_1,trip_1,trip_other,Buy,ok,Cancel
2703,trip_other,trip_1,trip_1,trip_other,trip_1,Buy,Cancel
2704,trip_other,trip_1,trip_1,trip_other,trip_1,trip_1,Cancel
2705,trip_other,trip_1,trip_1,trip_other,trip_1,trip_2,Cancel
2706,trip_other,trip_1,trip_1,trip_other,trip_1,trip_other,Cancel
2707,trip_other,trip_1,trip_1,trip_other,trip_2,Buy,Cancel
2708,trip_other,trip_1,trip_1,trip_other,trip_2,trip_1,Cancel
2709,trip_other,trip_1,trip_1,trip_other,trip_2,trip_2,Cancel
2710,trip_other,trip_1,trip_1,trip_other,trip_2,trip_other,Cancel
2711,trip_other,trip_1,trip_1,trip_other,trip_other,Buy,Cancel
2712,trip_other,trip_1,trip_1,trip_other,trip_other,trip_1,Cancel
2713,trip_other,trip_1,trip_1,trip_other,trip_other,trip_2,Cancel
2714,trip_other,trip_1,trip_1,trip_other,trip_other,trip_other,Cancel
2715,trip_other,trip_1,trip_2,Buy,ok,Buy,Cancel
2716,trip_other,trip_1,trip_2,Buy,ok,trip_1,Cancel
2717,trip_other,trip_1,trip_2,Buy,ok,trip_2,Cancel
2718,trip_other,trip_1,trip_2,Buy,ok,trip_other,Cancel
2719,trip_other,trip_1,trip_2,trip_1,Buy,ok,Cancel
2720,trip_other,trip_1,trip_2,trip_1,trip_1,Buy,Cancel
2721,trip_other,trip_1,trip_2,trip_1,trip_1,trip_1,Cancel
2722,trip_other,trip_1,trip_2,trip_1,trip_1,trip_2,Cancel
2723,trip_other,trip_1,trip_2,trip_1,trip_1,trip_other,Cancel
2724,trip_other,trip_1,trip_2,trip_1,trip_2,Buy,Cancel
2725,trip_other,trip_1,trip_2,trip_1,trip_2,trip_1,Cancel
2726,trip_other,trip_1,trip_2,trip_1,trip_2,trip_2,Cancel
2727,trip_other,trip_1,trip_2,trip_1,trip_2,trip_other,Cancel
2728,trip_other,trip_1,trip_2,trip_1,trip_other,Buy,Cancel
2729,trip_other,trip_1,trip_2,trip_1,trip_other,trip_1,Cancel
2730,trip_other,trip_1,trip_2,trip_1,trip_other,trip_2,Cancel
2731,trip_other,trip_1,trip_2,trip_1,trip_other,trip_other,Cancel
2732,trip_other,trip_1,trip_2,trip_2,Buy,ok,Cancel
2733,trip_other,trip_1,trip_2,trip_2,trip_1,Buy,Cancel
2734,trip_other,trip_1,trip_2,trip_2,trip_1,trip_1,Cancel
2735,trip_other,trip_1,trip_2,trip_2,trip_1,trip_2,Cancel
2736,trip_other,trip_1,trip_2,trip_2,trip_1,trip_other,Cancel
2737,trip_other,trip_1,trip_2,trip_2,trip_2,Buy,Cancel
2738,trip_other,trip_1,trip_2,trip_2,trip_2,trip_1,Cancel
2739,trip_other,trip_1,trip_2,trip_2,trip_2,trip_2,Cancel
2740,trip_other,trip_1,trip_2,trip_2,trip_2,trip_other,Cancel
2741,trip_other,trip_1,trip_2,trip_2,trip_other,Buy,Cancel
2742,trip_other,trip_1,trip_2,trip_2,trip_other,trip_1,Cancel
2743,trip_other,trip_1,trip_2,trip_2,trip_other,trip_2,Cancel
2744,trip_other,trip_1,trip_2,trip_2,trip_other,trip_other,Cancel
2745,trip_other,trip_1,trip_2,trip_other,Buy,ok,Cancel
2746,trip_other,trip_1,trip_2,trip_other,trip_1,Buy,Cancel
2747,trip_other,trip_1,trip_2,trip_other,trip_1,trip_1,Cancel
2748,trip_other,trip_1,trip_2,trip_other,trip_1,trip_2,Cancel
2749,trip_other,trip_1,trip_2,trip_other,trip_1,trip_other,Cancel
2750,trip_other,trip_1,trip_2,trip_other,trip_2,Buy,Cancel
2751,trip_other,trip_1,trip_2,trip_other,trip_2,trip_1,Cancel
2752,trip_other,trip_1,trip_2,trip_other,trip_2,trip_2,Cancel
2753,trip_other,trip_1,trip_2,trip_other,trip_2,trip_other,Cancel
2754,trip_other,trip_1,trip_2,trip_other,trip_other,Buy,Cancel
2755,trip_other,trip_1,trip_2,trip_other,trip_other,trip_1,Cancel
2756,trip_other,trip_1,trip_2,trip_other,trip_other,trip_2,Cancel
2757,trip_other,trip_1,trip_2,trip_other,trip_other,trip_other,Cancel
2758,trip_other,trip_1,trip_other,Buy,ok,Buy,Cancel
2759,trip_other,trip_1,trip_other,Buy,ok,trip_1,Cancel
2760,trip_other,trip_1,trip_other,Buy,ok,trip_2,Cancel
2761,trip_other,trip_1,trip_other,Buy,ok,trip_other,Cancel
2762,trip_other,trip_1,trip_other,trip_1,Buy,ok,Cancel
2763,trip_other,trip_1,trip_other,trip_1,trip_1,Buy,Cancel
2764,trip_other,trip_1,trip_other,trip_1,trip_1,trip_1,Cancel
2765,trip_other,trip_1,trip_other,trip_1,trip_1,trip_2,Cancel
2766,trip_other,trip_1,trip_other,trip_1,trip_1,trip_other,Cancel
2767,trip_other,trip_1,trip_other,trip_1,trip_2,Buy,Cancel
2768,trip_other,trip_1,trip_other,trip_1,trip_2,trip_1,Cancel
2769,trip_other,trip_1,trip_other,trip_1,trip_2,trip_2,Cancel
2770,trip_other,trip_1,trip_other,trip_1,trip_2,trip_other,Cancel
2771,trip_other,trip_1,trip_other,trip_1,trip_other,Buy,Cancel
2772,trip_other,trip_1,trip_other,trip_1,trip_other,trip_1,Cancel
2773,trip_other,trip_1,trip_other,trip_1,trip_other,trip_2,Cancel
2774,trip_other,trip_1,trip_other,trip_1,trip_other,trip_other,Cancel
2775,trip_other,trip_1,trip_other,trip_2,Buy,ok,Cancel
2776,trip_other,trip_1,trip_other,trip_2,trip_1,Buy,Cancel
2777,trip_other,trip_1,trip_other,trip_2,trip_1,trip_1,Cancel
2778,trip_other,trip_1,trip_other,trip_2,trip_1,trip_2,Cancel
2779,trip_other,trip_1,trip_other,trip_2,trip_1,trip_other,Cancel
2780,trip_other,trip_1,trip_other,trip_2,trip_2,Buy,Cancel
2781,trip_other,trip_1,trip_other,trip_2,trip_2,trip_1,Cancel
2782,trip_other,trip_1,trip_other,trip_2,trip_2,trip_2,Cancel
2783,trip_other,trip_1,trip_other,trip_2,trip_2,trip_other,Cancel
2784,trip_other,trip_1,trip_other,trip_2,trip_other,Buy,Cancel
2785,trip_other,trip_1,trip_other,trip_2,trip_other,trip_1,Cancel
2786,trip_other,trip_1,trip_other,trip_2,trip_other,trip_2,Cancel
2787,trip_other,trip_1,trip_other,trip_2,trip_other,trip_other,Cancel
2788,trip_other,trip_1,trip_other,trip_other,Buy,ok,Cancel
2789,trip_other,trip_1,trip_other,trip_other,trip_1,Buy,Cancel
2790,trip_other,trip_1,trip_other,trip_other,trip_1,trip_1,Cancel
2791,trip_other,trip_1,trip_other,trip_other,trip_1,trip_2,Cancel
2792,trip_other,trip_1,trip_other,trip_other,trip_1,trip_other,Cancel
2793,trip_other,trip_1,trip_other,trip_other,trip_2,Buy,Cancel
2794,trip_other,trip_1,trip_other,trip_other,trip_2,trip_1,Cancel
2795,trip_other,trip_1,trip_other,trip_other,trip_2,trip_2,Cancel
2796,trip_other,trip_1,trip_other,trip_other,trip_2,trip_other,Cancel
2797,trip_other,trip_1,trip_other,trip_other,trip_other,Buy,Cancel
2798,trip_other,trip_1,trip_other,trip_other,trip_other,trip_1,Cancel
2799,trip_other,trip_1,trip_other,trip_other,trip_other,trip_2,Cancel
2800,trip_other,trip_1,trip_other,trip_other,trip_other,trip_other,Cancel
2801,trip_other,trip_2,Buy,ok,Buy,ok,Cancel
2802,trip_other,trip_2,Buy,ok,trip_1,Buy,Cancel
2803,trip_other,trip_2,Buy,ok,trip_1,trip_1,Cancel
2804,trip_other,trip_2,Buy,ok,trip_1,trip_2,Cancel
2805,trip_other,trip_2,Buy,ok,trip_1,trip_other,Cancel
2806,trip_other,trip_2,Buy,ok,trip_2,Buy,Cancel
2807,trip_other,trip_2,Buy,ok,trip_2,trip_1,Cancel
2808,trip_other,trip_2,Buy,ok,trip_2,trip_2,Cancel
2809,trip_other,trip_2,Buy,ok,trip_2,trip_other,Cancel
2810,trip_other,trip_2,Buy,ok,trip_other,Buy,Cancel
2811,trip_other,trip_2,Buy,ok,trip_other,trip_1,Cancel
2812,trip_other,trip_2,Buy,ok,trip_other,trip_2,Cancel
2813,trip_other,trip_2,Buy,ok,trip_other,trip_other,Cancel
2814,trip_other,trip_2,trip_1,Buy,ok,Buy,Cancel
2815,trip_other,trip_2,trip_1,Buy,ok,trip_1,Cancel
